,Title,Cast,Director,Release Date,Running Time,Country,Production Company,IMDb Score,Genre,Description,Box Office,Wins_Nominations,IMDb Votes,Rated,Type
942,Chakda 'Xpress,"Anushka Sharma, Dibyendu Bhattacharya, Anshul Chauhan",,,,India,T-Series Clean Slate Filmz,N/A,"Biography, Drama, Sport",It is inspired by the journey of Jhulan Goswami as she moves up the ladder despite the problems created by misogynistic politics to fulfill her dream of playing cricket for India,,N/A,N/A,N/A,movie
943,Escape from Hat,N/A,,,,USA,Netflix Animation,N/A,"Animation, Comedy, Family, Fantasy",A rabbit runs out of luck when he finds himself lost inside a magician's hat.,,N/A,N/A,N/A,movie
944,Havoc,"Anne Hathaway, Bijou Phillips, Shiri Appleby",,,,"United States, Germany","['One More One', 'Severn Screen', 'XYZ Films']",5.5,"Crime, Drama",Two affluent suburban girls clash with the Latino gang culture of East Los Angeles.,,1 win & 4 nominations,"19,903",R,movie
945,Monkey Man,"John Lambertson, Luis Fernandez-Gil, Arnita Epps- Wood",,,,United States,"['Thunder Road Films', 'Bron Studios', 'Creative Wealth Media']",7.1,Comedy,The story of a tree trimmer who makes satirical comedy shows in his off time.,,N/A,30,N/A,movie
946,The Kitchen,"Melissa McCarthy, Tiffany Haddish, Elisabeth Moss",,,,"United States, Canada","['59% Productions', 'DMC Film', 'Factory Fifteen', 'Film4']",5.6,"Action, Crime, Drama",The wives of New York gangsters in Hell's Kitchen in the 1970s continue to operate their husbands' rackets after they're locked up in prison.,,1 nomination,"22,487",R,movie
947,The Old Guard 2,"Charlize Theron, Uma Thurman, Veronica Ngo",,,,United States,"['Skydance', 'Denver and Delilah Productions', 'Marc Evans Productions']",N/A,"Action, Adventure, Fantasy",Plot Unknown. Sequel to The Old Guard (2020).,,1 win,N/A,N/A,movie
948,Unfrosted: The Pop-Tart Story,,,,,,Columbus 81 Productions,,,,,,,,
949,The Mothership,"Halle Berry, Molly Parker, Omari Hardwick",,,,United States,"['MRC', 'Range Media Partners']",N/A,"Adventure, Drama, Family","One year after her husband's mysterious disappearance, Sara Morse discovers a strange, extraterrestrial object underneath their home. She and her kids are on a race to find their husband, father, and the truth.",,N/A,N/A,N/A,movie
950,Damsel,"Robert Pattinson, Mia Wasikowska, David Zellner",,,,United States,"['PMCA Productions', 'Roth/Kirschenbaum Films']",5.6,"Comedy, Drama, Western","It's the Wild West, circa 1870. Samuel Alabaster, an affluent pioneer, ventures across the American frontier to marry the love of his life, Penelope. As his group traverses the west, the once-simple journey grows treacherous, blur...",,3 nominations,"5,680",R,movie
951,The Electric State,"Millie Bobby Brown, Chris Pratt, Devyn Dalton",,,,United States,"['AGBO', 'Double Dream']",N/A,"Action, Adventure, Drama",An orphaned teenager traverses the American West with a sweet but mysterious robot and an eccentric drifter in search of her younger brother.,,N/A,N/A,N/A,movie
952,A Family Affair,"Lionel Barrymore, Cecilia Parker, Eric Linden",,,,United States,Roth/Kirschenbaum Films,6.6,"Comedy, Drama, Family","Judge Hardy faces problems at work and at home. Powerful men in town are upset with his decisions and want to see him impeached; his daughters, Joan and Marion, have romantic problems; and his son Andy discovers Polly Benedict. As...",,N/A,749,Passed,movie
953,Irish Wish,"Lindsay Lohan, Ed Speleers, Alexander Vlahos",,,,"United States, Ireland","['Motion Picture Corporation of America', 'Riviera Films']",N/A,"Comedy, Fantasy, Romance","When the love of Maddie's life gets engaged to her best-friend, she puts her feelings aside to be a bridesmaid at their wedding in Ireland.",,N/A,N/A,N/A,movie
954,Orion and the Dark,,,,,,DreamWorks Animation,,,,,,,,
955,SpongeBob SquarePants,"Tom Kenny, Rodger Bumpass, Bill Fagerbakke",,,270 minutes,United States,,8.2,"Animation, Comedy, Family","The misadventures of a talking sea sponge who works at a fast food restaurant, attends a boating school, and lives in an underwater pineapple.",,Nominated for 10 Primetime Emmys. 61 wins & 66 nominations total,"107,073",TV-Y7,series
956,"""Shout It Out Loud""",,,,,,,,,,,,,,
957,Spaceman,"Josh Duhamel, W. Earl Brown, Ernie Hudson",,,,United States,"['Free Association', 'Tango Entertainment']",5.2,"Comedy, Drama",Story of former MLB pitcher Bill 'Spaceman' Lee following his release by the Montreal Expos.,,N/A,593,R,movie
958,That Christmas,N/A,,,,United Kingdom,"['Netflix Animation', 'Locksmith Animation']",N/A,"Animation, Comedy, Family",Tells charming family stories which take place in the run-up to Christmas.,,N/A,N/A,N/A,movie
959,Through My Window,"Clara Galle, Julio Peña, Guillermo Lasheras",Marçal Forés,,116 minutes,Spain,"['Netflix', 'Nostromo Pictures']",5.5,"Comedy, Drama, Romance","Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections.",,N/A,"15,449",TV-MA,movie
960,Ultraman,"Josh Hutcherson, D.C. Douglas, Tara Sands",,,,Japan,,6.8,"Animation, Action, Adventure","Shinjiro Hayata learns that his father passed on the ""Ultraman Factor"" to him and fights against evil.",,1 nomination,"2,499",TV-14,series
961,Wallace and Gromit,"Nick Park, Steve Box",,,,USA,,7.2,Documentary,"Part 1 of a two-part documentary on the Wallace & Gromit feature film, this segment takes a behind-the-scenes look at the history of Aardman Animation and the development of the Wallace and Gromit characters.",,N/A,421,G,movie
962,The Twits,,,,,,"['Netflix Animation', 'Jellyfish Pictures']",,,,,,,,
963,Mountain Queen: The Summits of Lhakpa Sherpa,,,,111 minutes,,"['SK Global Entertainment', 'OBB Pictures', 'Avocados & Coconuts']",,,,,,,,
964,Atlas,"Rainer Bock, Albrecht Schuch, Thorsten Merten",,,,Germany,"['Safehouse Pictures', 'ASAP Entertainment', 'Nuyorican Productions', 'Berlanti-Schechter Films']",7.3,"Drama, Thriller","Walter is a 60-year-old removal man for forced evictions. He recognizes in one of the tenants about to be evicted his estranged son, Jan. In order to help Jan, Walter has to confront not only his crooked boss but also his own past.",,7 wins & 8 nominations,593,N/A,movie
965,Back in Action,"Billy Blanks, Roddy Piper, Bobbie Phillips",,,,Canada,"['Exhibit A', 'Chernin Entertainment', 'Good One Productions']",5.4,"Action, Crime, Drama","The sister of a former U.S. Green Beret, is involved in a love affair with a mobster, endangering seriously her life. His brother will make his best efforts to save her from her boyfriend and his friends, fighting with or without ...",,N/A,763,R,movie
966,Bank of Dave,"Joel Fry, Phoebe Dynevor, Rory Kinnear",Chris Foggin,,107 minutes,United Kingdom,"['Tempo Productions Limited', 'Future Artists Entertainment', 'Ingenious Media', 'Rojovid Films']",7.0,"Biography, Comedy, Drama",Based on the true-life experiences of Dave Fishwick; 'Bank of Dave' tells the story of how a working class Burnley man and self-made millionaire fought to set up a community bank.,,N/A,"7,619",PG-13,movie
967,Beverly Hills Cop: Axel Foley,,,,,,"['Paramount Pictures', 'Don Simpson/Jerry Bruckheimer Films', 'Eddie Murphy Productions']",,,,,,,,
968,Carry-On,"Sanjay Dutt, Arshad Warsi, Vidya Balan",,,,India,"['Amblin Entertainment', 'Dylan Clark Productions']",8.0,"Comedy, Drama, Romance",Munna Bhai embarks on a journey with Mahatma Gandhi in order to fight against a corrupt property dealer.,,31 wins & 31 nominations,"48,723",Not Rated,movie
969,Code 8,"Kari Matchett, Robbie Amell, Penny Eizenga",Jeff Chan,"['October 3, 2019 ', 'December 13, 2019 ']",100 minutes,Canada,"['XYZ Films', 'Colony Pictures', 'Elevation Pictures']",6.1,"Action, Crime, Drama",A super-powered construction worker falls in with a group of criminals in order to raise the funds to help his ill mother.,,1 nomination,"42,959",Not Rated,movie
970,Good Grief,"Eve Palmer, Grace Palmer, Vinnie Bennett",,,,New Zealand,"['Not A Real Production Company', 'Sister']",6.6,Comedy,"Two sisters inherit a funeral home - and its eccentric employees - from their koro. While Ellie is keen to uphold her grandfather's legacy, Gwen can't wait to go DJ in Bali. Can they figure out their lives while staring death in t...",,2 nominations,340,N/A,series
971,His Three Daughters,,,,101 minutes,,"['High Frequency Entertainment', 'Arts & Sciences', 'Tango Entertainment', 'Animal Pictures', 'Talkies Inc.', 'Case Study Films']",,,,,,,,
972,Knives Out,"Daniel Craig, Chris Evans, Ana de Armas",Rian Johnson,"['September 7, 2019 ', 'November 27, 2019 ']",130 minutes,United States,"['MRC', 'T-Street Productions', 'Ram Bergman Productions']",7.9,"Comedy, Crime, Drama","A detective investigates the death of the patriarch of an eccentric, combative family.",,Nominated for 1 Oscar. 52 wins & 111 nominations total,"742,396",PG-13,movie
973,Mega Man,"Ian James Corlett, Scott McNeil, Jim Byrnes",,,,"United States, Japan, Canada",,6.5,"Animation, Action, Adventure","Based off of the popular video game, Mega Man. In the year 200X, robot scientists Dr. Thomas Light and Dr. Albert Wily were completing their special project, robot assistants, which will help humans with everyday work. However, Dr...",,N/A,"1,107",TV-Y7,series
974,Rebel Ridge,,,,,,"['Bonneville Pictures', 'Filmscience']",,,,,,,,
975,Red Notice,"Dwayne Johnson, Ryan Reynolds, Gal Gadot",Rawson Marshall Thurber,,118 minutes,United States,"['Flynn Picture Company', 'Seven Bucks Productions', 'Bad Version, Inc.']",6.3,"Action, Comedy, Thriller",An Interpol agent successfully tracks down the world's most wanted art thief with help from a rival thief. But nothing is as it seems as a series of double-crosses ensues.,,1 nomination,"300,920",PG-13,movie
976,Red Notice,"Dwayne Johnson, Ryan Reynolds, Gal Gadot",Rawson Marshall Thurber,,118 minutes,United States,"['Flynn Picture Company', 'Seven Bucks Productions', 'Bad Version, Inc.']",6.3,"Action, Comedy, Thriller",An Interpol agent successfully tracks down the world's most wanted art thief with help from a rival thief. But nothing is as it seems as a series of double-crosses ensues.,,1 nomination,"300,920",PG-13,movie
977,Rez Ball,,,,,,"['The SpringHill Company', 'Wise Entertainment', 'Chernin Entertainment', 'Lake Ellyn Entertainment']",,,,,,,,
978,Scoop,"Scarlett Johansson, Hugh Jackman, Jim Dunk",,,,"United Kingdom, United States","['The Lighthouse Film & Television', 'Voltage TV']",6.6,"Comedy, Crime, Fantasy","An American journalism student in London scoops a big story, and begins an affair with an aristocrat as the incident unfurls.",,2 nominations,"86,415",PG-13,movie
979,Six Triple Eight,,,,,,"['Her Excellency Productions', 'Intuition Productions', 'Mandalay Pictures', 'Tyler Perry Studios']",,,,,,,,
980,The Beautiful Game,N/A,,,,United States,"['Film4', 'Blueprint Pictures']",7.2,"Documentary, Sport","A character-based feature documentary that portrays the transcendent power of soccer in modern Africa - a game that is helping to change the lives of individuals and communities across the continent. Players, fans, young, old, wit...",,N/A,120,N/A,movie
981,The Deliverance,"Matthew P Camacho, Mitch Peterson, Anthony Teves, Delaney Peterson",,,,USA,"['Lee Daniels Entertainment', 'Tucker Tooley Entertainment', 'Turn Left Productions']",N/A,"Short, Action",When a briefcase get switched between an average man and a secret agent.,,N/A,N/A,N/A,movie
982,The Match,"Max Beesley, Richard E. Grant, James Cosmo",Kim Hyung-joo,,,United Kingdom,"['MoonLight Film Company', 'BH Entertainment']",6.2,"Comedy, Romance, Sport","Two Scottish pub football teams play each other in order to resolve a century-old grudge, with the prize for the winning team being the other team's pub.",,N/A,"1,400",PG-13,movie
983,The Piano Lesson,"Charles S. Dutton, Alfre Woodard, Carl Gordon",,,,United States,Mundy Lane Entertainment,6.8,"Drama, Music","An African-American family struggles to retain their heritage, in the form of a history told in the carvings on the family piano. Boy Willie wants to sell the piano and use the money to buy farmland, but sister Berniece won't part...",,Nominated for 9 Primetime Emmys. 4 wins & 12 nominations total,479,PG,movie
984,The Shrinking of Treehorn,Mezi Atwood,,,,United States,"['Animal Logic', 'Imagine Entertainment']",N/A,"Animation, Adventure, Comedy","This follows a young man who begins shrinking in size after playing a strange board game, which goes largely unnoticed by his parents.",,N/A,N/A,N/A,movie
985,The Uglies,,,,,,"['Davis Entertainment', 'Anonymous Content', 'Industry Entertainment', 'Wonderland Sound and Vision']",,,,,,,,
986,The Union,"T Bone Burnett, Elton John, Bill Maxwell",,,,United States,Closest to the Hole Productions Municipal Pictures,7.3,Documentary,"A look at the making of Elton John and Leon Russell's collaborative album, ""The Union,"" produced by T-Bone Burnett.",,1 nomination,152,N/A,movie
987,Gundam,"Hikaru Midorikawa, Toshihiko Seki, Ryûzô Ishino",,,,Japan,,8.0,"Animation, Action, Adventure",A squadron of giant robot pilots of a beleaguered Earth colony bring the war to their oppressive home planet.,,N/A,"4,748",TV-PG,series
988,The Platform,"Ivan Massagué, Zorion Eguileor, Antonia San Juan",Galder Gaztelu-Urrutia,,94 minutes,Spain,"['Basque Films', 'Mr. Miyagi Films', 'Plataforma La Película A.I.E']",7.0,"Horror, Sci-Fi, Thriller",A vertical prison with one cell per level. Two people per cell. Only one food platform and two minutes per day to feed. An endless nightmare trapped in The Hole.,,12 wins & 24 nominations,"256,620",TV-MA,movie
989,The Sea Beast,"Karl Urban, Zaris-Angel Hator, Jared Harris",Chris Williams,"['June 24, 2022 ', 'July 8, 2022 ']",115 minutes,"Canada, United States",Netflix Animation,7.0,"Animation, Adventure, Comedy","When a young girl stows away on the ship of a legendary sea monster hunter, they launch an epic journey into uncharted waters - and make history to boot.",,Nominated for 1 Oscar. 12 nominations total,"54,696",PG,movie
990,The Gray Man,"Ryan Gosling, Chris Evans, Ana de Armas",Anthony Russo Joe Russo,,129 minutes,"United States, Czech Republic","['AGBO', 'Roth/Kirschenbaum Films']",6.5,"Action, Thriller","When the CIA's most skilled operative, whose true identity is known to none, accidentally uncovers dark agency secrets, a psychopathic former colleague puts a bounty on his head, setting off a global manhunt by international assas...",,2 nominations,"225,370",PG-13,movie
991,The Gray Man,"Ryan Gosling, Chris Evans, Ana de Armas",Anthony Russo Joe Russo,,129 minutes,"United States, Czech Republic","['AGBO', 'Roth/Kirschenbaum Films']",6.5,"Action, Thriller","When the CIA's most skilled operative, whose true identity is known to none, accidentally uncovers dark agency secrets, a psychopathic former colleague puts a bounty on his head, setting off a global manhunt by international assas...",,2 nominations,"225,370",PG-13,movie
