,Title,Description,Genre,Rated,Running Time(mins),Release Date,Director,Cast,Primary Country,International,Lead Production Company,Multiple Production Companies,Wins,Nominations,IMDb Votes,IMDb Score
822,We Have a Ghost,"Finding a ghost named Ernest haunting their new home turns Kevin's family into overnight social media sensations. But when Kevin and Ernest investigate the mystery of Ernest's past, they become a target of the CIA.","Adventure, Comedy, Family",Parental Guidance,127,2023-01-01,Christopher Landon,"Jahi Di'Allo Winston, David Harbour, Anthony Mackie",United States,0,Temple Hill Entertainment,1,0,0,29422,6.1
823,Have a Nice Day!,"A retired radio host bags groceries to earn money to attend his former employer's anniversary party, where he hopes to reunite with the love of his life.","Comedy, Drama",Not Rated,93,2023-01-01,Yibrán Asuad,"Andrea Chaparro, Eduardo de la Peña, Álvaro Guerrero",Mexico,0,No Production Company Listed,1,0,0,224,5.3
824,Luther: The Fallen Sun,Brilliant but disgraced detective John Luther breaks out of prison to hunt down a sadistic serial killer who is terrorising London.,"Crime, Drama, Mystery",Mature Audiences,129,2023-01-01,Jamie Payne,"Idris Elba, Cynthia Erivo, Andy Serkis",United Kingdom,1,BBC Film,1,0,0,58066,6.4
825,The Magician's Elephant,An orphaned boy is told by a fortune teller that an elephant will help him find his lost sister.,"Animation, Adventure, Comedy",Parental Guidance,100,2023-01-01,Wendy Rogers,"Noah Jupe, Mandy Patinkin, Brian Tyree Henry",United States,1,Pistor Productions,0,0,0,4966,6.5
826,Chor Nikal Ke Bhaga,"A flight attendant and her business partner on a mission to steal diamonds and free themselves from the clutches of a loan shark.At 40,000 feet in the air, the heist goes horribly wrong and turns into a hostage situation.","Crime, Drama, Thriller",Mature Audiences,110,2023-01-01,Ajay Singh,"Yami Gautam, Sunny Kaushal, Sharad Kelkar",India,0,Maddock Films,0,0,0,51275,7.5
827,Kill Boksoon,A single mother who is a renowned hired killer finds it difficult to achieve a balance between her personal and work life.,"Action, Thriller",Mature Audiences,137,2023-01-01,Sung-hyun Byun,"Lee Jae-wook, Jeon Do-yeon, Lorna Duyn",South Korea,0,See At Film,0,0,0,10402,6.6
828,Murder Mystery 2,"Full-time detectives Nick and Audrey are struggling to get their private eye agency off the ground. They find themselves at the center of international abduction when their friend Maharaja, is kidnapped at his own lavish wedding.","Action, Comedy, Crime",Parental Guidance,89,2023-01-01,Jeremy Garelick,"Adam Sandler, Jennifer Aniston, Mark Strong",United States,0,Happy Madison Productions,1,1,0,61044,5.7
829,Chupa,"While visiting family in Mexico, teenage Alex gains an unlikely companion when he discovers a young chupacabra hiding in his grandpa's shed. To save the mythical creature, Alex and his cousins must embark on the adventure of a lif...","Action, Adventure, Drama",Parental Guidance,95,2023-01-01,Jonás Cuarón,"Demián Bichir, Christian Slater, Evan Whitten",United States,1,26th Street Pictures,0,0,0,6619,5.5
830,A Tourist's Guide to Love,"An executive goes through an unexpected breakup, then accepting an assignment to go undercover and learn about the tourist industry in Vietnam.","Adventure, Comedy, Romance",Parental Guidance,96,2023-01-01,Steven K. Tsuchida,"Rachael Leigh Cook, Scott Ly, Ben Feldman",United States,0,Muse Entertainment,1,0,0,5961,5.7
831,The Mother,"While fleeing from dangerous assailants, an assassin comes out of hiding to protect the daughter she left earlier in life.","Action, Thriller",Mature Audiences,118,2023-01-01,Niki Caro,"Jennifer Lopez, Lucy Paez, Omari Hardwick",United States,0,Nuyorican Productions,1,0,0,42527,5.6
832,Fanfic,Two high school students form an intense connection as they navigate the challenges of discovering and expressing their truest selves.,Drama,Mature Audiences,95,2023-01-01,Marta Karwowska,"Alin Szewczyk, Jan Cieciara, Dobromir Dymecki",Poland,0,Orphan Studio,0,0,0,889,5.7
833,Kathal,Two kids get into an embarrassing situation by stealing a jack fruit. But is it possible to hide such a big jackal? What will they do with that?,Comedy,Not Rated,115,2021-01-01,Yashowardhan Mishra,"Ashraful Ashish, Poushal Chowdhury, Nawaf Naser",Bangladesh,0,Balaji Motion Pictures,0,0,0,34,8.0
834,Blood & Gold,"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.","Action, Adventure, Family",Parental Guidance,100,2023-01-01,Peter Thorwarth,"Daniel Radcliffe, Emma Watson, Rupert Grint",United Kingdom,1,No Production Company Listed,1,9,39,574210,7.6
835,Black Clover: Sword of the Wizard King,"In a world where magic is everything, Asta, a boy who was born with no magic, aims to become the ""Wizard King"" to overcome adversity, prove his power, and keep his oath with his friends.","Animation, Action, Adventure",Mature Audiences,119,2023-01-01,Ayataka Tanemura,"Bryn Apprill, Tia Lynn Ballard, Steve Blum",Japan,0,Pierrot,0,0,0,6727,7.4
836,The Perfect Find,"After a high-profile firing, Jenna's fashion career comeback hits a snag when she falls for a charming, much younger coworker - who happens to be her boss's son. As sparks fly, Jenna must decide if she'll risk it all on a secret r...","Comedy, Drama, Romance",Mature Audiences,99,2023-01-01,Numa Perrier,"Gabrielle Union, Keith Powers, Gina Torres",United States,0,AGC Studios,1,1,0,2524,5.2
837,Lust Stories 2,"Four eminent Indian directors explore sex, desire and love through short films in this sequel to 2018's Emmy-nominated ""Lust Stories"".","Drama, Romance",Mature Audiences,132,2023-01-01,R. Balki,"Tamannaah Bhatia, Vijay Varma, Neena Gupta",India,0,RSVP Movies,0,0,0,50410,6.5
838,Nimona,"When a knight in a futuristic medieval world is framed for a crime he didn't commit, the only one who can help him prove his innocence is Nimona -- a mischievous teen who happens to be a shapeshifting creature he's sworn to destroy.","Animation, Action, Adventure",Parental Guidance,99,2023-01-01,Nick Bruno Troy Quane,"Chloë Grace Moretz, Riz Ahmed, Eugene Lee Yang",United States,0,Annapurna Pictures,0,0,0,31582,7.6
839,The Out-Laws,"A straight-laced bank manager about to marry the love of his life. When his bank is held up by infamous Ghost Bandits during his wedding week, he believes his future in-laws who just arrived in town, are the infamous Out-Laws.","Action, Comedy, Crime",Mature Audiences,95,2023-01-01,Tyler Spindel,"Adam Devine, Pierce Brosnan, Ellen Barkin",United States,0,Happy Madison Productions,0,0,0,30414,5.4
840,Bird Box Barcelona,"After an entity of mysterious origin annihilates the world's population causing those who observe it to take their lives, Sebastián and his daughter begin their own great adventure of survival in Barcelona.","Horror, Mystery, Sci-Fi",Mature Audiences,112,2023-01-01,Álex Pastor,"Mario Casas, Georgina Campbell, Diego Calva",Spain,0,Nostromo Pictures,1,0,0,19848,5.3
841,The (Almost) Legends,A colorful Mexican town. Two half brothers. Romeo and Preciado meet again to honor their dad's memory in a car rally full of adrenaline and banda music.,"Comedy, Music",Mature Audiences,96,2023-01-01,Ricardo Castro Velazquez,"Benny Emmanuel, Harold Azuara, Nora Velázquez",Mexico,0,Alebrije Cine y Video,0,0,0,369,6.2
842,They Cloned Tyrone,A series of eerie events thrusts an unlikely trio onto the trail of a nefarious government conspiracy in this pulpy mystery caper.,"Comedy, Mystery, Sci-Fi",Mature Audiences,119,2023-01-01,Juel Taylor,"John Boyega, Jamie Foxx, Teyonah Parris",United States,0,MACRO Media,0,0,0,29048,6.7
843,Happiness for Beginners,"Helen signs up for a wilderness survival course, a year after getting divorced. She discovers through this experience that sometimes, you have to get really lost in order to find yourself.","Comedy, Drama, Romance",Mature Audiences,103,2023-01-01,Vicky Wight,"Ellie Kemper, Luke Grimes, Nico Santos",United States,0,Cranetown Media,0,0,0,13395,6.0
844,Heart of Stone,An intelligence operative for a shadowy global peacekeeping agency races to stop a hacker from stealing its most valuable and dangerous weapon.,"Action, Crime, Thriller",Parental Guidance,122,2023-01-01,Tom Harper,"Gal Gadot, Jamie Dornan, Alia Bhatt",United States,0,Skydance,1,0,0,47591,5.7
845,The Monkey King,"Inspired by an epic Chinese tale, translated into an action-packed comedy, a Monkey and his magical fighting Stick battle demons, dragons, gods and the greatest adversary of all - Monkey's ego.","Animation, Action, Adventure",Parental Guidance,96,2023-01-01,Anthony Stacchi,"Jimmy O. Yang, Bowen Yang, Jolie Hoang-Rappaport",China,1,Netflix,1,0,0,4433,5.8
846,You Are So Not Invited to My Bat Mitzvah,"Stacy and Lydia are BFFs who've always dreamed about having epic Bat Mitzvahs. However, things start to go comically awry when a popular boy and middle school drama threatens their friendship and their rite of passage.",Comedy,Parental Guidance,103,2023-01-01,Sammi Cohen,"Idina Menzel, Jackie Sandler, Adam Sandler",United States,0,Happy Madison Productions,1,0,0,19084,6.0
847,The Great Seduction,"When a golden opportunity arises to boost the fortunes of a forgotten fishing town, its residents set out to trick their way to making it happen.",Comedy,Mature Audiences,94,2023-01-01,Celso R. García,"Guillermo Villegas, Pierre Louis, Yalitza Aparicio",Mexico,0,Pimienta Films Cuadernos de Cine,0,0,0,933,6.5
848,El Conde,"After living 250 years in this world, Augusto Pinochet, who is not dead but an aged vampire, decides to die once and for all.","Comedy, Fantasy, History",Mature Audiences,110,2023-01-01,Pablo Larraín,"Jaime Vadell, Gloria Münchmeyer, Alfredo Castro",Chile,0,Fábula,0,1,1,4765,6.5
849,Love at First Sight,"Hadley and Oliver begin to fall for each other on their flight from New York to London. The probability of ever finding each other again seems impossible, but love - and London - may have a way of defying the odds.","Drama, Romance",Parental Guidance,91,2023-01-01,Vanessa Caswill,"Haley Lu Richardson, Ben Hardy, Rob Delaney",United Kingdom,1,ACE Entertainment,0,1,0,17099,6.9
850,Jaane Jaan,A single mother and her daughter who commit a crime and a neighbor who helps them cover it up amidst a police investigation.,"Crime, Drama, Mystery",Mature Audiences,139,2023-01-01,Sujoy Ghosh,"Kareena Kapoor, Jaideep Ahlawat, Vijay Varma",India,0,Balaji Motion Pictures,0,0,0,8774,7.0
851,Spy Kids: Armageddon,"The children of the world's greatest secret agents unwittingly help a powerful game developer unleash a computer virus that gives him control of all technology, leading them to become spies themselves to save their parents and the...","Action, Comedy, Family",Parental Guidance,97,2023-01-01,Robert Rodriguez,"Connor Esterson, Everly Carganilla, Zachary Levi",United States,0,Skydance Media,1,0,0,1911,4.3
852,Love Is in the Air,"Antoine is a lawyer living in New York. On his way back to France for the final round of a job interview, Antoine finds himself sitting right next to his ex-girlfriend Julie. With a seven-hour flight ahead of them, they are going ...","Comedy, Romance",Not Rated,88,2013-01-01,Adrian Powers,"Ludivine Sagnier, Nicolas Bedos, Jonathan Cohen",France,0,The Steve Jaggi Company,0,0,1,5202,6.3
853,Nowhere,Follows a day in the lives of a group of Los Angeles high school students and the strange lives they lead.,"Comedy, Drama, Sci-Fi",Mature Audiences,82,1997-01-01,Albert Pintó,"James Duval, Rachel True, Nathan Bexton",France,1,Rock & Ruz,0,0,2,9808,6.4
854,Reptile,"Nichols, a hardened New England detective unflinching in his pursuit of a case where nothing is as it seems, one that begins to dismantle the illusions in his own life.","Crime, Drama, Mystery",Mature Audiences,136,2023-01-01,Grant Singer,"Benicio Del Toro, Justin Timberlake, Eric Bogosian",United States,0,Black Label Media,0,0,0,111,
855,Khufiya,"Krishna Mehra who is an operative at Indian spy agency known as R&amp;AW. She is assigned to track down the mole selling India's defense secrets, while all along grappling with her dual identity as a spy and a lover.","Action, Biography, Crime",Not Rated,157,2023-01-01,Vishal Bhardwaj,"Tabu, Ali Fazal, Wamiqa Gabbi",India,0,VB Films Production,0,0,0,,
856,Fair Play,"The 1980s in Czechoslovakia. The young talented sprinter Anna (Judit Bárdos) is selected for the national team and starts training to qualify for the Olympic Games. As a part of the preparation she is placed in a secret ""medical p...","Drama, Sport",Not Rated,113,2023-01-01,Chloe Domont,"Judit Bárdos, Anna Geislerová, Roman Luknár",Czech Republic,1,T-Street,1,1,21,1054,6.8
857,Ballerina,"This documentary gives insight to the lives of five ballerinas, all at different points in their careers. Looking at the operations of the Vagonova Academy and the Mariinsky Theatre, the life of a ballerina is disclosed.","Documentary, Music",Not Rated,93,2023-01-01,Lee Chung-hyun,"Taylor Ash, Altynai Asylmuratova, Diane Baker",France,0,Climax Studio,0,0,0,415,7.3
858,Old Dads,"When three best friends sell their company to a millennial, they find themselves out of step and behind the times as they hilariously struggle to navigate a changing world of culture.",Comedy,Mature Audiences,104,2023-01-01,Bill Burr,"Katrina Bowden, Rachael Harris, Bobby Cannavale",United States,0,All Things Comedy,1,0,0,,
859,Pain Hustlers,Liza dreams of a better life for her and her daughter so she gets a job at a bankrupt pharmacy and Liza's guts catapult the company and her into the high life not knowing that she will soon be in the middle of a criminal conspiracy.,"Crime, Drama",Mature Audiences,122,2023-01-01,David Yates,"Chris Evans, Emily Blunt, Catherine O'Hara",United Kingdom,1,Grey Matter Productions,1,0,0,184,
860,Sister Death,"Narcisa, a novice nun with supernatural gifts, joins a school to teach young girls.","Horror, Mystery",Not Rated,89,2023-01-01,Paco Plaza,"Aria Bedmar, Almudena Amor, Maru Valdivielso",Spain,0,El Estudio,0,0,0,,
861,Nyad,"It tells the remarkable true story of athlete Diana Nyad who, at the age of 60 and with the help of her best friend and coach, commits to achieving her life-long dream: a 110-mile open ocean swim from Cuba to Florida.","Biography, Drama, Sport",Parental Guidance,120,2023-01-01,Elizabeth Chai Vasarhelyi,"Jodie Foster, Annette Bening, Rhys Ifans",United States,0,Black Bear Pictures,1,0,1,54,
862,The Killer,A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.,"Action, Crime, Drama",Mature Audiences,118,2023-01-01,David Fincher,"Chow Yun-Fat, Danny Lee, Sally Yeh",Hong Kong,0,Plan B,1,2,6,50143,7.8
863,Believer 2,A determined detective continues his search for the truth behind Asia's largest drug organization and its elusive boss he has unfinished business with.,"Action, Crime, Thriller",Mature Audiences,114,2023-01-01,Baek Jong-yul,"Han Hyo-joo, Tzi Ma, Cho Jin-woong",South Korea,0,CJ ENM Entertainment,1,0,0,,
